epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,3987.57,0.58323,2.43679,1.56003,0.99402,0.9836,0.99028,0.96532,0.30999,1.26624,1.35374,0.00154982,0.00154982,0.00154982
122,4020.42,0.58128,2.41899,1.55649,0.99401,0.98362,0.9905,0.96512,0.30986,1.26428,1.35343,0.00148177,0.00148177,0.00148177
123,4053.27,0.57947,2.42776,1.55498,0.99405,0.98356,0.99049,0.96492,0.30995,1.26093,1.35304,0.0014151,0.0014151,0.0014151
124,4086.5,0.57903,2.39881,1.55529,0.99413,0.9835,0.99048,0.9649,0.30994,1.2576,1.35303,0.00134983,0.00134983,0.00134983
125,4119.43,0.57465,2.39428,1.55303,0.99468,0.98318,0.99047,0.96485,0.30964,1.2591,1.35237,0.00128599,0.00128599,0.00128599
126,4152.33,0.57925,2.40814,1.55729,0.99464,0.98313,0.99062,0.96505,0.30953,1.26014,1.35225,0.0012236,0.0012236,0.0012236
127,4185.31,0.57387,2.37944,1.55218,0.99432,0.98306,0.99064,0.96524,0.30907,1.25981,1.35222,0.00116268,0.00116268,0.00116268
128,4218.18,0.57631,2.39616,1.55215,0.99413,0.98307,0.99061,0.96522,0.3088,1.25795,1.35209,0.00110326,0.00110326,0.00110326
129,4251.02,0.57333,2.36953,1.55022,0.99409,0.9832,0.99054,0.96503,0.30849,1.25356,1.35192,0.00104537,0.00104537,0.00104537
130,4283.9,0.57001,2.36816,1.54977,0.99411,0.98322,0.99054,0.96504,0.30862,1.25327,1.35198,0.000989013,0.000989013,0.000989013
131,4316.88,0.56765,2.35695,1.54979,0.994,0.98322,0.99055,0.96535,0.30865,1.25228,1.3519,0.000934225,0.000934225,0.000934225
132,4349.57,0.56463,2.3421,1.54702,0.99415,0.98314,0.99054,0.96517,0.30855,1.25368,1.35182,0.000881025,0.000881025,0.000881025
133,4382.6,0.57059,2.35704,1.55053,0.99402,0.9832,0.99054,0.9653,0.30864,1.2547,1.3518,0.000829431,0.000829431,0.000829431
134,4415.56,0.56753,2.34164,1.54883,0.99407,0.98316,0.99054,0.96543,0.30827,1.25249,1.35165,0.000779465,0.000779465,0.000779465
135,4448.54,0.56786,2.35222,1.55147,0.99437,0.98291,0.99053,0.96542,0.30831,1.25206,1.3516,0.000731145,0.000731145,0.000731145
136,4481.56,0.56924,2.35542,1.5526,0.99435,0.98296,0.99053,0.96547,0.30816,1.2512,1.35149,0.00068449,0.00068449,0.00068449
137,4514.34,0.56617,2.34063,1.55196,0.99435,0.98296,0.99055,0.96524,0.30816,1.2524,1.35139,0.000639518,0.000639518,0.000639518
138,4547.25,0.57087,2.35858,1.55249,0.99438,0.98295,0.99057,0.96544,0.30811,1.25203,1.35133,0.000596246,0.000596246,0.000596246
139,4580.14,0.56383,2.32796,1.5452,0.99446,0.98291,0.99057,0.9656,0.30815,1.25237,1.35134,0.000554691,0.000554691,0.000554691
140,4613.1,0.56525,2.34296,1.54903,0.99451,0.9829,0.99062,0.9654,0.30819,1.25228,1.35127,0.00051487,0.00051487,0.00051487
141,4645.82,0.55995,2.31709,1.54743,0.99459,0.98285,0.99061,0.96518,0.30842,1.25207,1.35122,0.000476796,0.000476796,0.000476796
142,4678.78,0.56217,2.31147,1.54785,0.99459,0.98291,0.9906,0.96558,0.30835,1.25,1.35117,0.000440486,0.000440486,0.000440486
143,4711.68,0.56059,2.29839,1.54519,0.99463,0.98286,0.9906,0.96555,0.30826,1.25128,1.35133,0.000405953,0.000405953,0.000405953
144,4744.61,0.55962,2.2941,1.54606,0.99474,0.98267,0.9906,0.96521,0.30831,1.2498,1.3514,0.00037321,0.00037321,0.00037321
145,4777.66,0.55866,2.30054,1.54838,0.99473,0.98268,0.99061,0.96542,0.30837,1.25314,1.35142,0.00034227,0.00034227,0.00034227
146,4810.44,0.56292,2.29509,1.54684,0.99473,0.9827,0.9906,0.96558,0.30845,1.25216,1.3513,0.000313145,0.000313145,0.000313145
147,4843.44,0.56101,2.29976,1.54456,0.99476,0.98267,0.99061,0.96557,0.30822,1.25211,1.35103,0.000285847,0.000285847,0.000285847
148,4876.18,0.55584,2.28785,1.5446,0.99477,0.98267,0.99061,0.96547,0.3084,1.25227,1.35097,0.000260384,0.000260384,0.000260384
149,4909.06,0.55704,2.2821,1.54262,0.99478,0.9827,0.99054,0.96588,0.3085,1.25084,1.351,0.000236769,0.000236769,0.000236769
150,4935.74,0.55347,2.27392,1.54202,0.99477,0.98273,0.99055,0.96563,0.30853,1.2513,1.35093,0.000215009,0.000215009,0.000215009
151,4974.95,0.41539,1.56193,1.4349,0.9948,0.9827,0.99056,0.96573,0.30842,1.25195,1.35084,0.000195113,0.000195113,0.000195113
152,5007.36,0.41545,1.55788,1.43532,0.99499,0.98222,0.99055,0.96588,0.30819,1.2496,1.35074,0.000177088,0.000177088,0.000177088
153,5039.67,0.41403,1.55295,1.4387,0.99498,0.98233,0.99065,0.96589,0.30756,1.2489,1.35057,0.000160943,0.000160943,0.000160943
154,5072.1,0.41212,1.53747,1.43191,0.99484,0.9824,0.99057,0.96592,0.30716,1.24802,1.35037,0.000146682,0.000146682,0.000146682
155,5104.39,0.41213,1.5436,1.43274,0.99496,0.98234,0.9905,0.96575,0.30694,1.24785,1.35024,0.000134311,0.000134311,0.000134311
156,5137.1,0.40983,1.53075,1.43262,0.9948,0.98287,0.9904,0.96594,0.30647,1.2521,1.35002,0.000123836,0.000123836,0.000123836
157,5169.44,0.40973,1.52611,1.43283,0.99495,0.98237,0.99036,0.96634,0.30609,1.25105,1.34986,0.000115259,0.000115259,0.000115259
158,5201.94,0.41006,1.52567,1.43152,0.99491,0.98243,0.99036,0.96621,0.30605,1.25241,1.34987,0.000108585,0.000108585,0.000108585
159,5234.08,0.40891,1.52697,1.43069,0.99494,0.98242,0.99036,0.9663,0.30556,1.25418,1.34974,0.000103816,0.000103816,0.000103816
160,5258.44,0.40853,1.52452,1.4309,0.99499,0.98238,0.99037,0.96596,0.30528,1.25473,1.34964,0.000100954,0.000100954,0.000100954
